from,to,weight
Q9NRD5,Q6PF05,0.902603488
Q9NRD5,P15622,0.865083816
Q9NRD5,Q9HBH7,-0.399482234
Q9NRD5,Q9HBT8,0.283030129
Q9NRD5,Q9HC98,0.470564068
Q9NRD5,Q9NQZ2,0.003747276
Q9NRD5,Q9NU19,-0.461349559
Q9NRD5,Q9NUL5,-0.598246023
Q9NRD5,Q9NX01,0.884541805
Q9NRD5,Q9P0N9,-0.557887179
Q9NRD5,Q9P291,0.909614501
Q9NRD5,Q9P2J8,0.505095996
Q9NRD5,Q9UBL6,0.416370201
Q9NRD5,Q9UGP5,-0.386701864
Q9NRD5,Q9UJX0,0.903245782
Q9NRD5,Q9ULW3,0.00333775
Q9NRD5,O96006,-0.818730543
Q9NRD5,O00488,0.615634191
Q9NRD5,O15481,0.827486278
Q9NRD5,O43167,0.738265694
Q9NRD5,P00540,0.223332247
Q9NRD5,Q9Y5A6,0.053852289
Q9NRD5,P32321,-0.326640069
Q9NRD5,P63241,-0.48556644
Q9NRD5,Q08426,-0.592868946
Q9NRD5,Q12774,0.109870363
Q9NRD5,Q49A26,0.969724917
Q9NRD5,Q15560,-0.656248509
Q9NRD5,Q15735,-0.281803564
Q9NRD5,Q15911,-0.863973339
Q9NRD5,Q96GE4,0.931396013
Q9NRD5,P57086,-0.339376154
Q9NRD5,Q96MU7,0.134479331
Q9NRD5,Q9BPY8,0.851317538
Q9NRD5,Q9BSW7,-0.435175293
Q9NRD5,Q9BTE7,-0.711969885
Q9NRD5,Q9BUI4,0.77200057
Q9NRD5,Q9BV90,-0.805292914
Q9NRD5,Q9BVI4,0.728290272
Q9NRD5,Q9BWG6,-0.192157161
Q9NRD5,Q9H0A9,0.868558313
Q9NRD5,Q8IVS8,0.92406006
Q9NRD5,Q8IVW4,0.653593891
Q9NRD5,Q8IW40,-0.820210109
Q9NRD5,Q8IXL7,0.976486961
Q9NRD5,Q8N554,0.128360491
Q9NRD5,Q8N8B7,-0.637914548
Q9NRD5,Q8N954,-0.048408569
Q9NRD5,Q8N9N8,-0.850037246
Q9NRD5,Q8TAP4,0.254009043
Q9NRD5,Q8TBB0,-0.090605518
Q9NRD5,Q8TBE0,-0.92187299
Q9NRD5,Q8TCE9,0.362191371
Q9NRD5,Q969R2,0.202370047
Q9NRD5,P08579,0.497098007
Q9NRD5,P41223,-0.552116808
Q9NRD5,Q96H86,0.213573135
Q9NRD5,Q9NR81,0.579028003
Q9NRD5,P19544,0.232551214
Q9NRD5,Q96IK5,-0.389062188
Q9NRD5,P26367,0.596952518
Q9NRD5,Q9UHV2,-0.658095356
Q9NRD5,Q8N1G1,0.166907252
Q9NRD5,Q9UKT7,-0.907305637
Q9NRD5,O15354,0.959739149
Q9NRD5,Q14831,0.523680017
Q9NRD5,Q5QJE6,-0.357693724
Q9NRD5,P20719,-0.842351574
Q9NRD5,Q9H7C4,0.388177847
Q9NRD5,P42263,-0.136767561
Q9NRD5,P48058,0.315811199
Q9NRD5,P31751,0.973525488
Q9NRD5,Q02363,-0.65884196
Q9NRD5,Q96JP5,-0.828117882
Q9NRD5,Q96G04,-0.574785123
Q9NRD5,A0A075B739,0.561245164
Q9NRD5,A0A087WUI6,0.230540386
Q9NRD5,A0A0B4J231,0.984798571
Q9NRD5,A0A0C4DGP8,-0.775004665
Q9NRD5,A0A0D2X7Z3,-0.047389476
Q9NRD5,A8MXD5,-0.692460875
Q9NRD5,B3KQ07,-0.897506832
Q9NRD5,B9ZVR7,0.750030522
Q9NRD5,E7ESB2,-0.400102026
Q9NRD5,H0YDE2,0.568367403
Q9NRD5,H0YKB7,-0.446482915
Q9NRD5,J3KNL2,-0.262109833
Q9NRD5,O43296,0.295636847
Q9NRD5,O43320,-0.556445303
Q9NRD5,O75031,-0.232718312
Q9NRD5,O75360,-0.789546385
Q9NRD5,O75487,0.021499806
Q9NRD5,O95201,0.80192518
Q9NRD5,O95696,-0.361315336
Q9NRD5,P08311,0.902623306
Q9NRD5,P08397,0.794958687
Q9NRD5,P13682,-0.639870449
Q9NRD5,P17021,0.568042508
Q9NRD5,P40938,-0.773476915
Q9NRD5,P49842,0.002837189
Q9NRD5,P59910,-0.984846133
Q9NRD5,P61966,-0.648265736
Q9NRD5,P67936,0.831193281
Q9NRD5,P80188,-0.449204084
Q9NRD5,Q13214,-0.472145174
Q9NRD5,Q14119,-0.274213327
Q9NRD5,Q15056,-0.485095884
Q9NRD5,Q16874,0.479466033
Q9NRD5,Q29RF7,0.798516109
Q9NRD5,Q2TBE0,-0.782306695
Q9NRD5,Q3MJ62,0.939658851
Q9NRD5,Q4VC12,0.894211621
Q9NRD5,Q4VC44,0.079156287
Q9NRD5,Q53S33,-0.272504673
Q9NRD5,Q56NI9,0.616333077
Q9NRD5,Q5JTD7,-0.708537119
Q9NRD5,Q5MJ10,-0.358764776
Q9NRD5,Q5SQQ9,0.31084167
Q9NRD5,Q5TEC3,-0.3439187
Q9NRD5,Q5VV52,-0.572534373
Q9NRD5,Q5XKK7,-0.406845517
Q9NRD5,Q68D86,-0.702861726
Q9NRD5,Q68J44,0.6261038
Q9NRD5,Q6IPR3,-0.86376922
Q9NRD5,Q6NTE8,-0.943598803
Q9NRD5,Q6ZNH5,-0.628973406
Q9NRD5,Q7Z4V0,0.921482449
Q9NRD5,Q86T90,-0.730514419
Q9NRD5,Q86XJ5,0.862903464
Q9NRD5,Q86YV0,-0.969359421
Q9NRD5,Q8IZ69,0.001430967
Q9NRD5,Q8N680,0.391837501
Q9NRD5,Q8N7C3,-0.381971324
Q9NRD5,Q8NC51,-0.439035137
Q9NRD5,Q8NEH6,0.922878074
Q9NRD5,Q8NHQ9,0.235702121
Q9NRD5,Q8NHY3,-0.540594529
Q9NRD5,Q8WWY3,-0.386895996
Q9NRD5,Q92551,-0.591378581
Q9NRD5,Q96C55,0.618923254
Q9NRD5,Q96KN3,-0.559636632
Q9NRD5,Q96MS0,-0.046691822
Q9NRD5,Q96MY7,-0.824951557
Q9NRD5,Q96QA6,-0.558808141
Q9NRD5,Q99633,0.960542358
Q9NRD5,Q9BQP7,0.352939084
Q9NRD5,Q9BT17,-0.952258131
Q9NRD5,Q9BY14,0.538479804
Q9NRD5,Q9BYU1,-0.460534791
Q9NRD5,Q9H0C1,-0.688161706
Q9NRD5,Q9H1K6,0.766987609
Q9NRD5,Q9NQZ8,0.06457414
Q9NRD5,Q9Y250,-0.652094173
Q9NRD5,Q16515,0.935939255
Q9NRD5,P78348,0.136431213
Q9NRD5,Q9NW75,-0.300955167
Q9NRD5,Q9NSI2,0.664855551
Q9NRD5,Q14832,-0.752308325
Q9NRD5,Q13002,0.612522851
Q9NRD5,P39086,-0.17939372
Q9NRD5,Q9NRX1,0.909063315
Q9NRD5,Q9Y3S2,0.059165295
Q9NRD5,Q9UJD0,0.966383118
Q9NRD5,Q9UII2,0.540719679
Q9NRD5,X6R7X0,-0.726458453
O14543,P23458,0.190473016
O14543,Q66K74,-0.988466008
O14543,P40189,0.689655582
O14543,Q9NP31,-0.16850117
O14543,P20936,0.726764998
O14543,P51451,-0.775012272
O14543,Q93034,-0.814450311
O14543,Q15369,0.925162421
O14543,Q9H467,-0.243032997
O14543,Q05397,0.937666631
O14543,I6L996,0.506224684
O14543,Q8N8K9,0.302413956
O14543,Q13061,-0.18580518
O14543,E9PEI4,0.136940422
P22681,Q92882,0.896661035
P22681,P54762,-0.265505714
P22681,P35968,-0.435313726
P22681,P04629,-0.710810626
P22681,P42229,-0.109017655
P22681,P08581,-0.351796946
P22681,Q14289,-0.166361741
P22681,P35579,0.596984684
P22681,O43597,0.168743471
P22681,P62837,0.719739401
P22681,Q04912,-0.853925356
P22681,Q12929,-0.473722989
P22681,P11274,0.02621221
P22681,O00459,0.551872252
P22681,P52735,0.909771486
P22681,O94875,-0.20957545
P22681,Q9UGK3,-0.014089396
P22681,O14492,-0.100899053
P22681,P46109,-0.16907651
P22681,P42336,-0.585931064
P22681,P51451,-0.130793063
P22681,Q9ULH1,0.980958586
P22681,Q13905,0.986344706
P22681,O43609,0.415071436
P22681,P51668,0.094812645
P22681,P57075,-0.853868745
P22681,Q9C004,-0.640322079
P22681,Q05397,0.180315487
P22681,Q8TF42,-0.70179754
P22681,Q92569,0.684094805
P22681,P42338,0.0027044
P22681,P06127,-0.698354821
P22681,Q8WU20,-0.754762032
P22681,Q13239,0.310242601
P22681,P46531,-0.824901673
P22681,Q9H6Q3,0.362668808
P22681,P07333,-0.910593475
P22681,P55085,0.418665628
P22681,P28907,0.5903456
Q15569,Q9C004,0.235312745
Q8N6Y0,Q99996,-0.111112649
Q8N6Y0,Q96EZ8,0.551402988
Q8N6Y0,Q969G3,0.679099972
Q8N6Y0,O14964,0.384939864
Q8N6Y0,Q99816,-0.390067763
Q8N6Y0,P15173,-0.961283172
Q8N6Y0,O14777,0.661030358
Q8N6Y0,Q99459,0.355252513
Q8N6Y0,O43521,0.192030003
Q8N6Y0,O94868,-0.457622304
Q8N6Y0,P33993,0.342341187
Q8N6Y0,Q969H6,-0.380795019
Q8N6Y0,Q15172,-0.538966957
Q8N6Y0,Q99627,-0.345605726
Q8N6Y0,Q9UJF2,-0.299677008
Q8N6Y0,Q9NSK0,-0.741470104
Q8N6Y0,Q5VTR2,0.48878429
Q8N6Y0,P08727,0.391281818
Q8N6Y0,Q8NEA9,-0.56243915
Q8N6Y0,Q9UJW9,-0.091503418
Q8N6Y0,P19012,-0.079063802
Q8N6Y0,Q14738,-0.187639798
Q8N6Y0,Q9NP66,0.399269572
Q8N6Y0,Q92529,-0.08701001
Q8N6Y0,Q6PJG6,-0.358303403
Q8N6Y0,O43482,0.921708119
Q8N6Y0,P85299,-0.44080131
Q8N6Y0,O75604,0.444585761
Q8N6Y0,Q6IBW4,-0.790398948
Q8N6Y0,Q6ZVT0,-0.947495055
Q8N6Y0,Q9NP98,0.276636967
Q8N6Y0,P02792,0.8567066
Q8N6Y0,Q9P2B4,0.107556378
Q8N6Y0,Q96FV9,0.221977768
Q8N6Y0,Q9NTK1,-0.940310137
Q8N6Y0,Q8NFR7,-0.864028913
Q8N6Y0,Q8IYI6,0.649706608
Q8N6Y0,P55040,-0.667158909
Q8N6Y0,Q9UGJ1,-0.286434051
Q8N6Y0,P21673,-0.063523033
Q8N6Y0,Q9H788,-0.408334015
Q8N6Y0,Q96B02,-0.434852115
Q8N6Y0,Q9H5Z6,-0.411380885
Q8N6Y0,O43663,-0.66293368
Q8N6Y0,Q96CS2,0.378072024
Q8N6Y0,P54646,-0.2125812
Q8N6Y0,P37198,-0.188150551
Q8N6Y0,Q9BT78,0.177512618
Q8N6Y0,Q9P0W2,-0.254981836
Q8N6Y0,Q9NPJ6,0.374025834
Q8N6Y0,O95980,0.638178105
Q8N6Y0,P47897,-0.564996315
Q8N6Y0,Q9UK41,-0.461565636
Q8N6Y0,Q9P2K3,-0.310641622
Q8N6Y0,Q9NZD8,0.963021343
Q8N6Y0,Q5T124,-0.10731799
Q8N6Y0,Q969F0,-0.399374797
Q8N6Y0,Q96CN9,0.519312886
Q8N6Y0,Q8TAU3,-0.604274096
Q8N6Y0,P48047,-0.999034561
Q8N6Y0,Q9NX04,0.85538053
Q8N6Y0,Q8IYR0,-0.319450716
Q8N6Y0,Q8NA61,0.574134682
Q8N6Y0,Q00994,0.983540906
Q8N6Y0,Q8NE01,-0.035329066
Q8N6Y0,Q96GM5,-0.263015198
Q8N6Y0,Q13064,0.631345881
Q8N6Y0,Q9NSA3,0.815522318
Q8N6Y0,P40222,-0.052107841
Q8N6Y0,Q8N3L3,0.706171422
Q8N6Y0,Q63ZY3,-0.46870548
Q8N6Y0,Q2WGJ6,-0.7048062
Q8N6Y0,Q15435,-0.672761425
Q8N6Y0,Q9BYV2,-0.175032048
Q8N6Y0,O60826,-0.287019989
Q8N6Y0,A5D8V7,0.854321452
Q8N6Y0,Q6NUQ1,0.266193386
Q8N6Y0,Q9NYB9,-0.545825511
Q8N6Y0,Q9Y6N9,-0.245485594
Q8N6Y0,P07992,0.038187765
Q8N6Y0,Q9UPT5,-0.247607263
Q8N6Y0,O75558,-0.692760363
Q8N6Y0,Q5VWN6,0.294891857
Q8N6Y0,O76015,0.95944353
Q8N6Y0,Q15323,-0.236155718
Q8N6Y0,P35900,0.844674876
Q8N6Y0,Q9H0I2,0.581626777
Q8N6Y0,Q9H2G9,0.003251035
Q8N6Y0,Q5HYH7,0.03701581
Q8N6Y0,Q8TD31,0.886199512
Q8N6Y0,Q9NVE4,0.895517444
Q8N6Y0,Q6P597,0.106437629
Q8N6Y0,O75934,0.728634701
Q8N6Y0,Q6A162,0.220918361
Q8N6Y0,Q3SY84,-0.755395449
Q8N6Y0,H3BTW2,-0.60219312
Q8N6Y0,Q548N1,0.748778538
Q8N6Y0,Q08AF8,-0.028625097
Q8N6Y0,E9PJR5,-0.949808351
Q8N6Y0,Q5W5X9,0.234729717
Q8N6Y0,Q5XKE5,0.312493831
Q8N6Y0,Q6IPU0,-0.118624902
Q8N6Y0,Q6NVW7,-0.854238851
Q8N6Y0,Q6P088,-0.277105846
Q8N6Y0,Q6P1K2,0.61577087
Q8N6Y0,Q6P9E2,0.227979478
Q8N6Y0,Q6PIY2,-0.871284684
Q8N6Y0,Q6ZUS5,0.904554654
Q8N6Y0,Q7L2R6,0.602358636
Q8N6Y0,O14639,-0.142081025
Q8N6Y0,Q9HBI0,-0.765988746
Q8N6Y0,Q9NV31,0.704331968
Q8N6Y0,Q9NX63,0.639515535
Q8N6Y0,Q9P2K6,0.895763815
Q8N6Y0,Q9UDX3,-0.286562621
Q8N6Y0,A6NJ78,-0.260253854
Q8N6Y0,Q8WWB3,-0.13114462
Q8N6Y0,Q969V4,0.438960906
Q8N6Y0,O15481,0.861074932
Q8N6Y0,Q96HB5,-0.30620622
Q8N6Y0,Q8WXI9,0.85223282
Q8N6Y0,O60573,-0.600971885
Q8N6Y0,O75909,0.208407993
Q8N6Y0,O95990,-0.770952146
Q8N6Y0,P00540,0.655365831
Q8N6Y0,Q9Y4H4,0.069518428
Q8N6Y0,Q0D2H9,0.398707985
Q8N6Y0,Q14D33,0.879758267
Q8N6Y0,Q76N32,0.499648972
Q8N6Y0,Q13515,0.583708132
Q8N6Y0,Q13561,0.687470659
Q8N6Y0,Q96GS4,-0.653628881
Q8N6Y0,Q15911,-0.871435296
Q8N6Y0,Q96BZ8,-0.942944204
Q8N6Y0,Q8IY31,-0.533596526
Q8N6Y0,Q96FI0,-0.561650872
Q8N6Y0,Q96FQ7,-0.860825377
Q8N6Y0,Q96H43,-0.686975862
Q8N6Y0,Q96HW7,0.375528411
Q8N6Y0,Q9BZL4,-0.206977937
Q8N6Y0,Q96IX9,0.024593884
Q8N6Y0,Q96M95,0.58008477
Q8N6Y0,Q9BQ89,0.67639917
Q8N6Y0,Q9BT92,-0.384883549
Q8N6Y0,Q9BVI4,0.461570334
Q8N6Y0,Q9BWG6,-0.956272082
Q8N6Y0,Q9BXY8,0.758000257
Q8N6Y0,A0A0C4DG38,-0.611728751
Q8N6Y0,Q9C0C4,0.882869742
Q8N6Y0,Q8IW40,0.014509059
Q8N6Y0,Q8IYE0,-0.674475905
Q8N6Y0,Q8IYX3,0.437799755
Q8N6Y0,Q8N443,0.722009912
Q8N6Y0,Q8N4L8,-0.035424202
Q8N6Y0,Q8N5M4,-0.549020476
Q8N6Y0,Q8N8B7,-0.836555441
Q8N6Y0,Q8N9J2,0.838262321
Q8N6Y0,Q8TAB5,0.48643471
Q8N6Y0,Q8TDX5,0.960542032
Q8N6Y0,P50539,0.815375697
Q8N6Y0,Q7Z3B3,-0.4030071
Q8N6Y0,P57105,0.076226826
Q8N6Y0,Q96IK5,0.776858543
Q8N6Y0,P26367,0.496693664
Q8N6Y0,P50150,0.317151111
Q8N6Y0,A0A075B739,0.034839281
Q8N6Y0,A0A0C4DFX4,0.826440185
Q8N6Y0,A6NEM1,0.757527271
Q8N6Y0,A6QL64,-0.754406752
Q8N6Y0,B1AHH5,-0.612755592
Q8N6Y0,B2RXF5,-0.011348227
Q8N6Y0,B4DUJ5,0.041244275
Q8N6Y0,D2CFI5,0.075333058
Q8N6Y0,H0YKB7,0.115537338
Q8N6Y0,H3BMC3,0.740502918
Q8N6Y0,J3KQ26,0.285790655
Q8N6Y0,J9JIE9,-0.708111575
Q8N6Y0,O15155,-0.708898955
Q8N6Y0,O75935,0.619719912
Q8N6Y0,O76014,-0.336345375
Q8N6Y0,O95678,-0.756251743
Q8N6Y0,O95995,0.294390392
Q8N6Y0,P08779,0.624302956
Q8N6Y0,P09683,0.559900925
Q8N6Y0,P0C7X2,-0.039612389
Q8N6Y0,P55201,-0.053828353
Q8N6Y0,P58505,-0.583485478
Q8N6Y0,Q12934,0.122128771
Q8N6Y0,Q5JUK2,-0.405719425
Q8N6Y0,Q5JXC2,0.656913077
Q8N6Y0,Q6AI39,0.288759467
Q8N6Y0,Q6PJH3,0.998996389
Q8N6Y0,Q7Z3Y7,0.574121314
Q8N6Y0,Q7Z3Y8,0.081260798
Q8N6Y0,Q7Z3Y9,-0.431936007
Q8N6Y0,Q86UD0,-0.60401013
Q8N6Y0,Q8N5R6,0.242986493
Q8N6Y0,Q8N7C3,0.58601666
Q8N6Y0,Q8NEH6,0.594872822
Q8N6Y0,Q8NFV4,0.072622718
Q8N6Y0,Q8TF30,-0.650650135
Q8N6Y0,Q8TF39,0.439059074
Q8N6Y0,Q8WXK1,-0.272595114
Q8N6Y0,Q96KN3,-0.961940886
Q8N6Y0,Q96MY7,-0.539172826
Q8N6Y0,Q96RD9,0.648595822
Q8N6Y0,Q9BT25,-0.249409206
Q8N6Y0,Q9BYU1,0.565577519
Q8N6Y0,Q9UI47,-0.810337711
Q8N6Y0,A0A087WVF5,-0.253074495
Q8N6Y0,A0A087X0F7,-0.690750019
Q8N6Y0,K7ENL6,-0.721980322
Q8N6Y0,A0A087X0W2,0.733143847
Q8N6Y0,A0A0A6YYG7,0.985070641
Q8N6Y0,H0YB73,0.268899668
Q8N6Y0,K7EL76,-0.863461839
Q8N6Y0,Q6YHU6,0.538979283
Q8N6Y0,Q9Y3D9,0.610261975
Q8N6Y0,Q9Y5L4,-0.057281264
Q8N6Y0,B1APZ0,-0.857563545
P53675,O00291,-0.414605999
P53675,Q9Y5X3,0.403788324
P53675,P09497,-0.983413211
P53675,Q13492,0.653057988
O95782,P42566,0.45120971
O95782,O00291,0.767488268
O95782,Q14677,-0.205762931
O95782,Q13492,0.722712543
O95782,P53680,-0.262457707
O95782,Q9Y6I3,-0.012235714
O95831,P46379,0.614286893
O95831,P0DMV8,-0.397102892
O95831,Q9Y3Q8,-0.607115454
O95831,O75821,0.383754482
O95831,Q63ZY3,-0.761049206
O95831,Q5JTV8,0.603773394
P15941,P37231,-0.367728965
P15941,O60716,-0.664817962
P15941,Q05655,-0.374176095
P15941,P14923,-0.743412017
Q92882,P50222,-0.624805299
Q92882,Q13952,-0.88279738
Q92882,O14512,-0.809397568
Q92882,Q7L190,0.366715966
Q92882,O00401,-0.883166677
Q92882,Q15428,-0.892239362
Q92882,O00560,-0.433815027
Q92882,Q9H9H4,-0.641527581
Q92882,Q9BYV2,0.303378737
Q92882,O43186,-0.376912207
Q92882,O15156,-0.996170463
Q92882,Q86Y26,0.124906965
Q92882,Q86UU5,-0.698079135
Q92882,Q9P2K6,-0.385956181
Q92882,O95994,0.295867156
Q92882,Q8N9I9,-0.252480788
Q92882,Q96GS4,0.887516575
Q92882,O43281,0.851287495
Q92882,Q96PV0,-0.673515701
Q92882,Q9GZU7,0.995181142
Q92882,A0A096LP75,0.353581533
Q92882,A1L443,-0.561183531
Q92882,B2RXF5,-0.19977706
Q92882,O75360,0.822230193
Q92882,O75695,-0.471492948
Q92882,P61236,-0.56380936
Q92882,Q8N5R6,-0.649095018
Q92882,Q9BYE0,-0.986055685
P04229,P01903,0.579015135
P04229,P28067,-0.718312425
Q969H0,P62877,0.363565474
Q969H0,P01106,0.587796245
Q969H0,P10242,0.520858713
Q969H0,P24864,-0.597546013
Q969H0,Q9UBK2,0.059815323
Q969H0,P46531,0.708144252
Q969H0,Q13887,-0.15969583
Q969H0,Q9UHV7,0.006019425
Q969H0,Q16204,0.568443734
Q969H0,Q71F56,0.166376369
Q969H0,Q9UBI4,0.942575493
P23458,P42229,-0.757000699
P23458,P42224,-0.938693247
P23458,P40189,-0.704578686
P23458,P19438,0.153682968
P23458,P15260,0.533507288
P23458,P48551,-0.102390537
P23458,P14784,-0.171039022
P23458,P35568,-0.475985251
P23458,Q03405,-0.952609363
P23458,Q6IA86,-0.879820385
P60842,Q04637,-0.485618094
P60842,P06730,-0.502010542
P60842,P78344,0.6327201
P60842,Q14152,-0.300946076
P60842,Q53EL6,0.26821529
P60842,O43432,0.475832757
P60842,Q15056,-0.385172091
Q8TEW0,P33151,-0.278513761
Q8TEW0,Q8ND90,-0.884964359
Q8TEW0,Q8NHQ8,0.512766285
Q8TEW0,Q13009,0.354750528
Q8TEW0,Q9Y624,-0.209159185
Q8TEW0,Q9BX67,-0.291177297
Q8TEW0,Q01970,-0.991247483
Q8TEW0,P57087,-0.85153109
Q14571,Q9UBN4,0.504062533
Q13643,P10124,0.103520402
Q13643,Q96RN5,0.356304333
Q13643,P50281,0.19588938
Q13643,Q86Z02,-0.197013574
Q13643,P61968,0.256669212
Q13643,Q13427,0.887553552
Q13643,O60216,0.912075278
Q13643,Q7Z7E8,-0.255576437
Q13643,Q8TBB1,0.726736792
Q13643,Q8IXK0,0.014788806
Q13643,Q15654,-0.741439919
Q13643,Q6UY14,0.05818544
Q13643,P02760,0.600427931
Q13643,Q03989,-0.641133831
Q13643,P18084,-0.762512143
Q13643,Q9HC52,0.742416957
Q13643,O00560,-0.020654449
Q13643,Q9UHR5,0.681810576
Q13643,Q6ZVT0,-0.006414564
Q13643,Q14847,-0.594855542
Q13643,Q9P2T0,0.948472055
Q13643,Q9H8W4,0.650540239
Q13643,P56545,0.384691592
Q13643,O43734,0.820650778
Q13643,Q13155,-0.597323092
Q13643,Q5JR59,0.452616355
Q13643,P48380,-0.814416411
Q13643,Q6RVD6,-0.13637484
Q13643,P25791,-0.7974238
Q13643,Q8TAU3,-0.634195089
Q13643,P29597,0.408528178
Q13643,Q8NE01,-0.132144132
Q13643,Q86YD7,-0.861083059
Q13643,P49639,0.682575678
Q13643,P23769,0.85850276
Q13643,Q9BT49,-0.206342002
Q13643,Q63ZY3,0.561417079
Q13643,P09234,0.380663285
Q13643,O95391,-0.410983678
Q13643,P57682,-0.069890618
Q13643,Q6P1W5,0.684506339
Q13643,Q5VZ18,0.053453775
Q13643,Q17R99,-0.407691997
Q13643,Q2TAL8,0.129386583
Q13643,Q3SY00,-0.028030002
Q13643,Q8HWS3,-0.772668368
Q13643,Q8IYX7,-0.739625455
Q13643,P59991,0.346520188
Q13643,Q5JZY3,0.313178164
Q13643,Q96SQ5,0.562718701
Q13643,Q64LD2,0.663294253
Q13643,Q6NXP0,0.498905032
Q13643,Q6PEY2,0.629077226
Q13643,Q6XD76,-0.727261106
Q13643,Q7L775,-0.410954019
Q13643,Q86TB9,-0.8796796
Q13643,Q86WG5,0.280565907
Q13643,Q00587,-0.82822774
Q13643,Q9HC36,-0.469874142
Q13643,Q9NQL9,-0.73620442
Q13643,Q9NU19,-0.660502784
Q13643,Q9UHP6,0.086998309
Q13643,A0AVK6,0.722371816
Q13643,A2VCK2,0.613217883
Q13643,G5E9N2,0.360790911
Q13643,Q8TAI7,0.857716742
Q13643,O75603,0.706637363
Q13643,Q02930,0.728806232
Q13643,Q9Y4X4,0.233093638
Q13643,Q12891,-0.659547745
Q13643,A0A0B4J299,0.516097009
Q13643,Q96D16,-0.20598906
Q13643,Q96EK9,-0.115795568
Q13643,Q96KM6,-0.616010381
Q13643,Q96NT3,0.937342583
Q13643,Q9BQ89,0.872886755
Q13643,Q9BTE2,-0.379661851
Q13643,Q8IXL7,0.942922913
Q13643,Q8N4M1,-0.954148049
Q13643,Q8ND83,0.942656649
Q13643,Q8NEG0,-0.24209992
Q13643,Q8TAI1,-0.460931966
Q13643,Q96AG3,-0.679783863
Q13643,Q96BD5,0.171836705
Q13643,P09603,-0.872995955
Q13643,P59990,0.6182751
Q13643,Q9NQ94,-0.919047582
Q13643,O15460,0.855266552
Q13643,P62328,0.091216519
Q13643,Q12829,-0.874413436
Q13643,P46778,0.233077727
Q13643,A0A087WYB9,0.46296394
Q13643,A8MYP8,0.431628464
Q13643,B0QYN7,-0.320145712
Q13643,B8A4K4,-0.849838583
Q13643,E9PSE9,-0.826344292
Q13643,K7EJS8,-0.137014751
Q13643,O14561,0.363263199
Q13643,O15013,-0.761885643
Q13643,O75031,-0.830528629
Q13643,P01229,0.174186425
Q13643,P0CG20,-0.007074661
Q13643,P53672,-0.934251771
Q13643,P61236,0.273618686
Q13643,Q6UXF1,-0.877670337
Q13643,Q7Z5V6,0.036266266
Q13643,Q86VE0,0.04521196
Q13643,Q8WU58,-0.655792716
Q13643,Q96E11,-0.578730728
Q13643,Q9GZV7,-0.40201214
Q13643,Q9P286,0.98640783
Q13643,A2RUH7,0.929633594
Q13643,B7Z6Q0,-0.716063211
Q13643,H0YCC9,0.716110417
Q13643,P51788,0.041506344
Q13643,Q9NUH8,-0.338947776
Q13643,Q9Y2H0,0.618818222
Q13643,Q9BTD8,0.620305612
Q13643,Q5BN46,-0.743151955
Q13643,Q6UWL6,-0.903299686
Q13643,Q9P0M9,0.234305091
Q13643,Q96JJ7,-0.92846601
Q13643,Q8WYQ9,-0.452128197
Q13643,Q9UMQ3,-0.60203771
Q13643,Q9NQ75,0.193970866
Q13643,Q9ULH0,0.866480283
Q13643,Q6Q6R5,-0.674598234
Q13643,Q9NYN1,0.754931212
Q13643,Q9BYI3,-0.917322933
Q13643,Q9P1U0,0.239807648
Q86VP1,Q16385,-0.681343161
Q86VP1,Q99816,0.517355199
Q86VP1,P0CG47,-0.503468811
Q86VP1,Q9Y3C5,-0.242299373
Q86VP1,Q99732,-0.711979461
Q86VP1,Q9BUZ4,-0.37113759
Q86VP1,P33176,-0.202440828
Q86VP1,Q8TBB1,0.887402847
Q86VP1,P60520,-0.256043041
Q86VP1,Q15038,-0.37436347
Q86VP1,O75604,0.089209014
Q86VP1,Q9HC52,0.489862745
Q86VP1,P57075,0.633179721
Q86VP1,O00214,-0.359267873
Q86VP1,Q96HA8,0.045454761
Q86VP1,Q9H0R8,-0.081818871
Q86VP1,Q9NS91,0.739989171
Q86VP1,Q969R5,0.676165203
Q86VP1,Q8TC07,0.819734295
Q86VP1,Q9BXW4,-0.985018618
Q86VP1,Q15025,0.75944887
Q86VP1,Q9Y4C2,0.571540901
Q86VP1,Q92567,0.164672288
Q86VP1,P56279,-0.03282507
Q86VP1,Q86YD7,-0.949408053
Q86VP1,Q63ZY3,-0.265138858
Q86VP1,Q9P0U4,-0.123449413
Q86VP1,Q99958,-0.540307113
Q86VP1,Q96KP6,0.928981618
Q86VP1,Q96KN1,-0.783091588
Q86VP1,O15160,0.411831114
Q86VP1,Q9UM54,0.500530516
Q86VP1,Q3B820,0.0388663
Q86VP1,Q494U1,-0.739061941
Q86VP1,Q53HC0,-0.865687235
Q86VP1,Q5BIX2,-0.984028976
Q86VP1,Q86VF2,-0.163140289
Q86VP1,Q9NWW6,0.136290023
Q86VP1,A1L0U7,-0.194030859
Q86VP1,A8KAD6,0.690596418
Q86VP1,O75865,-0.041819919
Q86VP1,Q9Y3B7,0.109951716
Q86VP1,Q9Y4B4,0.932793958
Q86VP1,V9HW29,-0.34016972
Q86VP1,P60981,0.233221144
Q86VP1,P83436,-0.798192803
Q86VP1,Q15560,-0.63948168
Q86VP1,Q96C32,-0.838849103
Q86VP1,Q96CS7,-0.989935336
